user_id,username,phone,user_type,vehicle_type,vehicle_model,registration_date,total_charge_count,total_charge_kwh,preferred_city_id
U00298,user_298,13837215550,出租车用户,出租车,小鹏P7,2024-03-28,125,3475.5,5
U00299,user_299,13829708133,网约车用户,SUV,特斯拉Model 3,2024-01-10,119,3853.72,6
U00300,user_300,13879484502,出租车用户,出租车,蔚来ES6,2023-07-03,191,4977.19,4
U00301,user_301,13882436914,出租车用户,轿车,小鹏P7,2023-11-14,84,470.54,6
U00302,user_302,13851579237,私家车用户,物流车,蔚来ES6,2023-02-04,165,1374.76,8
U00303,user_303,13875251719,网约车用户,MPV,特斯拉Model 3,2024-08-08,7,4315.93,8
U00304,user_304,13884469033,出租车用户,出租车,小鹏P7,2023-04-17,9,1847.67,3
U00305,user_305,13838983156,私家车用户,出租车,特斯拉Model 3,2023-02-27,113,3187.39,1
U00306,user_306,13861482597,网约车用户,SUV,小鹏P7,2023-01-18,85,4186.37,6
U00307,user_307,13837727000,私家车用户,出租车,理想ONE,2024-11-14,171,307.42,4
U00308,user_308,13892163416,网约车用户,轿车,比亚迪汉,2024-03-30,11,1377.63,4
U00309,user_309,13892817705,出租车用户,轿车,蔚来ES6,2023-10-08,143,1753.42,6
U00310,user_310,13886392410,物流车用户,轿车,特斯拉Model 3,2023-04-03,46,3647.75,3
U00311,user_311,13862011329,出租车用户,轿车,比亚迪汉,2024-10-15,95,2301.75,4
U00312,user_312,13860424130,出租车用户,MPV,特斯拉Model 3,2024-01-24,180,1435.38,5
U00313,user_313,13833006169,物流车用户,SUV,比亚迪汉,2023-10-07,51,885.56,5
U00314,user_314,13852498202,网约车用户,轿车,理想ONE,2023-12-30,148,1818.07,8
U00315,user_315,13837931601,物流车用户,SUV,小鹏P7,2024-08-05,53,4968.78,7
U00316,user_316,13866835729,出租车用户,MPV,小鹏P7,2024-07-18,190,3971.48,2
U00317,user_317,13894094452,网约车用户,SUV,理想ONE,2023-09-25,8,4609.6,3
U00318,user_318,13887853290,物流车用户,物流车,蔚来ES6,2024-01-17,144,1889.55,1
U00319,user_319,13862812713,网约车用户,轿车,比亚迪汉,2024-03-07,121,1673.56,2
U00320,user_320,13840656865,网约车用户,SUV,理想ONE,2024-07-13,47,3760.23,8
U00321,user_321,13884788126,物流车用户,出租车,比亚迪汉,2023-09-16,185,1866.07,6
U00322,user_322,13889067572,网约车用户,轿车,比亚迪汉,2024-06-03,27,2104.93,5
U00323,user_323,13875651467,出租车用户,物流车,比亚迪汉,2023-11-04,152,4826.18,4
U00324,user_324,13832863128,网约车用户,轿车,特斯拉Model 3,2023-11-13,196,707.3,6
U00325,user_325,13885157487,出租车用户,出租车,特斯拉Model 3,2024-11-05,37,1002.03,3
U00326,user_326,13859366038,私家车用户,SUV,比亚迪汉,2023-07-28,111,450.83,4
U00327,user_327,13835257131,私家车用户,出租车,比亚迪汉,2023-12-19,25,2354,7
U00328,user_328,13844818738,物流车用户,出租车,比亚迪汉,2023-04-09,99,642.51,3
U00329,user_329,13875516359,网约车用户,出租车,小鹏P7,2024-02-08,136,358.28,8
U00330,user_330,13814404632,出租车用户,SUV,蔚来ES6,2024-01-06,87,2507.28,1
U00331,user_331,13875232265,出租车用户,SUV,理想ONE,2023-07-12,11,1056.16,7
U00332,user_332,13825216563,物流车用户,SUV,理想ONE,2023-06-04,72,1555.46,8
U00333,user_333,13815705276,物流车用户,SUV,比亚迪汉,2024-02-12,174,2586.74,2
U00334,user_334,13886172353,网约车用户,轿车,理想ONE,2023-01-13,41,1595.13,7
U00335,user_335,13884491189,物流车用户,出租车,理想ONE,2023-02-25,77,2124.91,2
U00336,user_336,13883779225,网约车用户,出租车,蔚来ES6,2024-07-01,93,558.36,3
U00337,user_337,13879479711,物流车用户,轿车,比亚迪汉,2023-01-08,86,4741.01,5
U00338,user_338,13842379436,物流车用户,出租车,特斯拉Model 3,2024-04-20,72,199.22,8
U00339,user_339,13885407014,私家车用户,物流车,蔚来ES6,2023-09-16,108,1687.31,5
U00340,user_340,13813859892,网约车用户,SUV,蔚来ES6,2024-01-01,106,87.59,6
U00341,user_341,13858771583,私家车用户,MPV,特斯拉Model 3,2024-06-28,189,1981.07,3
U00342,user_342,13823779765,私家车用户,SUV,比亚迪汉,2024-10-10,126,2155.5,5
U00343,user_343,13866588504,出租车用户,物流车,小鹏P7,2024-04-14,10,382.68,6
U00344,user_344,13816273404,私家车用户,出租车,小鹏P7,2023-03-22,86,4637.2,5
U00345,user_345,13879227565,私家车用户,SUV,蔚来ES6,2024-10-30,190,4414.63,7
U00346,user_346,13829074139,网约车用户,MPV,小鹏P7,2024-06-10,138,4271.22,4
U00347,user_347,13818007131,物流车用户,SUV,理想ONE,2023-10-09,191,3444.32,3
U00348,user_348,13855359217,私家车用户,物流车,理想ONE,2023-07-05,173,1424.56,1
U00349,user_349,13876714393,私家车用户,出租车,比亚迪汉,2023-10-09,68,2312.21,6
U00350,user_350,13825914626,出租车用户,轿车,蔚来ES6,2023-08-15,16,3056.93,8
U00351,user_351,13878936386,物流车用户,出租车,小鹏P7,2023-01-13,87,1702.98,6
U00352,user_352,13882803486,物流车用户,出租车,比亚迪汉,2024-06-29,178,850.07,7
U00353,user_353,13851897601,私家车用户,物流车,特斯拉Model 3,2024-10-08,124,2806.63,6
U00354,user_354,13823614400,网约车用户,MPV,蔚来ES6,2023-11-19,115,3372.51,1
U00355,user_355,13835543731,网约车用户,物流车,理想ONE,2024-03-01,195,117.04,5
U00356,user_356,13890404845,物流车用户,物流车,比亚迪汉,2024-01-23,155,4744.1,2
U00357,user_357,13825887483,出租车用户,SUV,特斯拉Model 3,2024-08-07,74,893.11,3
U00358,user_358,13875717693,网约车用户,SUV,理想ONE,2024-09-05,71,1597.02,6
U00359,user_359,13827306206,物流车用户,SUV,理想ONE,2024-05-21,193,2319.57,8
U00360,user_360,13835713910,物流车用户,MPV,特斯拉Model 3,2024-06-29,85,3814.67,3
U00361,user_361,13826107280,物流车用户,出租车,理想ONE,2023-07-13,162,145.2,4
U00362,user_362,13832709247,私家车用户,物流车,小鹏P7,2024-02-23,5,1625.1,4
U00363,user_363,13837278731,私家车用户,MPV,特斯拉Model 3,2024-09-07,167,1946.7,4
U00364,user_364,13836448500,网约车用户,SUV,比亚迪汉,2024-04-28,182,4606.93,6
U00365,user_365,13831735800,私家车用户,轿车,比亚迪汉,2024-08-14,118,2295.96,8
U00366,user_366,13849633897,物流车用户,物流车,特斯拉Model 3,2024-09-10,84,4360.43,3
U00367,user_367,13850118572,私家车用户,轿车,特斯拉Model 3,2024-11-29,173,2031.73,8
U00368,user_368,13873132152,物流车用户,MPV,小鹏P7,2023-05-04,183,3882.98,1
U00369,user_369,13881848877,私家车用户,MPV,理想ONE,2023-02-10,93,1997.15,8
U00370,user_370,13880213032,私家车用户,SUV,蔚来ES6,2024-08-16,192,3958.09,3
U00371,user_371,13870047764,网约车用户,SUV,比亚迪汉,2024-05-09,53,1322.54,6
U00372,user_372,13822138507,物流车用户,SUV,蔚来ES6,2023-12-17,75,3445.97,6
U00373,user_373,13883785225,网约车用户,物流车,特斯拉Model 3,2023-05-24,37,2608.9,1
U00374,user_374,13846217076,网约车用户,MPV,蔚来ES6,2023-06-12,145,3169.47,8
U00375,user_375,13882065831,出租车用户,SUV,比亚迪汉,2024-09-14,74,4295.74,5
U00376,user_376,13847341458,出租车用户,物流车,蔚来ES6,2023-06-01,149,60.33,6
U00377,user_377,13893329467,物流车用户,出租车,小鹏P7,2023-06-24,88,3219.26,6
U00378,user_378,13895747133,物流车用户,出租车,比亚迪汉,2024-06-21,123,876.94,7
U00379,user_379,13812332060,网约车用户,SUV,蔚来ES6,2023-07-31,57,750.44,2
U00380,user_380,13842266840,物流车用户,出租车,小鹏P7,2024-10-15,3,4199.89,4
U00381,user_381,13843186956,私家车用户,出租车,特斯拉Model 3,2023-12-04,129,335.99,2
U00382,user_382,13819178317,出租车用户,SUV,蔚来ES6,2023-07-07,176,4681.67,4
U00383,user_383,13847418472,出租车用户,轿车,小鹏P7,2023-09-30,141,1387.38,4
U00384,user_384,13820433171,网约车用户,轿车,比亚迪汉,2023-08-22,62,2928.39,8
U00385,user_385,13886062610,私家车用户,MPV,特斯拉Model 3,2023-07-21,122,582.03,2
U00386,user_386,13887994234,私家车用户,物流车,小鹏P7,2023-08-09,153,2436.15,1
U00387,user_387,13880412827,物流车用户,SUV,小鹏P7,2024-10-12,157,3777.72,1
U00388,user_388,13851247671,网约车用户,出租车,比亚迪汉,2023-12-03,129,2416.4,5
U00389,user_389,13859095328,出租车用户,MPV,蔚来ES6,2024-11-25,143,2515.31,8
U00390,user_390,13828263984,物流车用户,轿车,蔚来ES6,2024-06-05,120,2478.94,3
U00391,user_391,13820748078,网约车用户,轿车,理想ONE,2023-12-17,163,3434.79,3
U00392,user_392,13841712781,出租车用户,SUV,蔚来ES6,2024-05-28,78,1600.08,8
U00393,user_393,13826865916,出租车用户,物流车,比亚迪汉,2023-11-28,40,959.52,7
U00394,user_394,13838143587,出租车用户,MPV,小鹏P7,2024-04-30,167,2976.15,7
U00395,user_395,13854134747,网约车用户,出租车,蔚来ES6,2024-01-15,37,1531.16,6
U00396,user_396,13861668368,网约车用户,出租车,小鹏P7,2024-02-07,195,2085.62,7
U00397,user_397,13819067697,网约车用户,SUV,理想ONE,2023-10-08,4,4092.67,4
U00398,user_398,13844175193,网约车用户,MPV,特斯拉Model 3,2023-11-26,109,3954.6,6
U00399,user_399,13842674522,物流车用户,MPV,特斯拉Model 3,2023-03-18,62,802.09,8
U00400,user_400,13886981753,物流车用户,出租车,比亚迪汉,2023-10-14,155,2930.57,1
U00401,user_401,13826611919,网约车用户,MPV,小鹏P7,2024-01-14,112,4618.03,2
U00402,user_402,13887303200,私家车用户,MPV,理想ONE,2023-06-05,38,2949.04,4
U00403,user_403,13824418180,出租车用户,MPV,小鹏P7,2024-07-13,195,3303.45,5
U00404,user_404,13813583301,私家车用户,MPV,蔚来ES6,2024-04-01,191,4422.93,3
U00405,user_405,13862638673,出租车用户,出租车,蔚来ES6,2023-12-08,50,3388.34,5
U00406,user_406,13851831379,出租车用户,轿车,理想ONE,2024-03-13,101,4030.32,1
U00407,user_407,13896571987,网约车用户,轿车,小鹏P7,2024-03-23,8,4798.94,6
U00408,user_408,13898279061,网约车用户,物流车,蔚来ES6,2024-10-11,17,3672.17,2
U00409,user_409,13828409712,出租车用户,物流车,特斯拉Model 3,2024-08-10,119,3050.16,4
U00410,user_410,13821978060,网约车用户,出租车,理想ONE,2023-06-05,166,1652.15,3
U00411,user_411,13865678439,物流车用户,轿车,理想ONE,2024-08-11,75,31.77,7
U00412,user_412,13813091139,出租车用户,MPV,理想ONE,2023-06-04,66,4277.87,6
U00413,user_413,13897228499,出租车用户,物流车,蔚来ES6,2024-08-13,39,944.24,3
U00414,user_414,13843776054,出租车用户,轿车,特斯拉Model 3,2024-06-30,154,4722.47,1
U00415,user_415,13830869848,网约车用户,轿车,蔚来ES6,2023-11-19,58,3290.84,4
U00416,user_416,13859633675,物流车用户,MPV,比亚迪汉,2023-08-11,197,1776.72,3
U00417,user_417,13882033017,物流车用户,轿车,理想ONE,2023-08-02,97,246.07,8
U00418,user_418,13875404254,出租车用户,出租车,小鹏P7,2023-05-08,23,4846.22,2
U00419,user_419,13836684434,私家车用户,出租车,小鹏P7,2024-01-02,191,4976.79,7
U00420,user_420,13841294446,私家车用户,物流车,蔚来ES6,2024-05-04,65,2543.68,8
U00421,user_421,13812641118,物流车用户,出租车,理想ONE,2023-04-13,90,1801.96,5
U00422,user_422,13820698113,网约车用户,SUV,特斯拉Model 3,2024-10-28,164,4050.85,8
U00423,user_423,13812595500,网约车用户,轿车,比亚迪汉,2023-09-12,45,2822.9,3
U00424,user_424,13894973551,出租车用户,出租车,特斯拉Model 3,2023-03-04,152,4011.9,5
U00425,user_425,13870897797,出租车用户,出租车,比亚迪汉,2023-06-28,132,4826.5,3
U00426,user_426,13869812792,出租车用户,轿车,理想ONE,2023-07-28,78,2018.27,6
U00427,user_427,13853446260,私家车用户,轿车,蔚来ES6,2023-01-30,120,171.11,3
U00428,user_428,13876791761,物流车用户,物流车,小鹏P7,2023-06-23,40,500.58,6
U00429,user_429,13846482509,物流车用户,轿车,特斯拉Model 3,2024-05-02,118,4916.84,8
U00430,user_430,13832021011,网约车用户,出租车,理想ONE,2023-09-21,32,1614.38,6
U00431,user_431,13825798828,物流车用户,物流车,比亚迪汉,2023-05-09,56,2573.67,3
U00432,user_432,13846952346,私家车用户,出租车,蔚来ES6,2024-09-21,26,1248.89,5
U00433,user_433,13840245933,网约车用户,出租车,小鹏P7,2024-06-16,132,2885.84,5
U00434,user_434,13831576373,物流车用户,MPV,比亚迪汉,2024-08-16,188,4673.12,1
U00435,user_435,13873081786,出租车用户,SUV,特斯拉Model 3,2023-05-27,162,170.57,4
U00436,user_436,13836527500,网约车用户,轿车,小鹏P7,2024-05-07,123,4288.4,4
U00437,user_437,13876468407,出租车用户,出租车,小鹏P7,2023-09-27,139,2199.31,5
U00438,user_438,13894296527,网约车用户,SUV,蔚来ES6,2023-12-16,124,3860.04,8
U00439,user_439,13825816609,网约车用户,轿车,蔚来ES6,2024-03-12,164,127.07,3
U00440,user_440,13825494721,物流车用户,轿车,特斯拉Model 3,2024-07-17,182,1478.57,6
U00441,user_441,13860308414,物流车用户,物流车,特斯拉Model 3,2024-05-31,46,1987.79,4
U00442,user_442,13833214634,私家车用户,SUV,蔚来ES6,2024-06-22,153,3899.69,1
U00443,user_443,13897356941,出租车用户,物流车,比亚迪汉,2024-01-19,40,500.69,3
U00444,user_444,13847073491,物流车用户,SUV,蔚来ES6,2023-02-20,102,1482.48,7
U00445,user_445,13888078667,网约车用户,SUV,蔚来ES6,2023-01-01,19,1256.65,5
U00446,user_446,13844202094,私家车用户,出租车,比亚迪汉,2023-05-28,123,4112.21,4
U00447,user_447,13874103612,物流车用户,出租车,小鹏P7,2023-07-18,63,4171.65,2
U00448,user_448,13847075525,出租车用户,出租车,特斯拉Model 3,2024-08-22,172,759.23,8
U00449,user_449,13833335513,网约车用户,轿车,特斯拉Model 3,2024-06-17,79,2621.2,8
U00450,user_450,13848048180,网约车用户,轿车,小鹏P7,2024-09-16,116,768.38,6
U00451,user_451,13854581671,物流车用户,MPV,特斯拉Model 3,2024-10-03,119,2129.55,3
U00452,user_452,13889835769,出租车用户,物流车,特斯拉Model 3,2023-04-01,187,3016.58,6
U00453,user_453,13849539102,物流车用户,出租车,特斯拉Model 3,2024-10-15,26,4325.84,5
U00454,user_454,13855195123,网约车用户,出租车,蔚来ES6,2024-01-01,21,64.63,8
U00455,user_455,13849779109,出租车用户,物流车,理想ONE,2024-11-12,68,519.83,8
U00456,user_456,13871579502,物流车用户,轿车,小鹏P7,2023-04-21,151,4191.03,2
U00457,user_457,13825552924,出租车用户,MPV,小鹏P7,2024-11-19,181,4518.95,7
U00458,user_458,13874511653,网约车用户,出租车,理想ONE,2024-08-10,133,186.38,7
U00459,user_459,13880741420,出租车用户,物流车,比亚迪汉,2023-01-25,161,4729.75,2
U00460,user_460,13857887752,私家车用户,出租车,蔚来ES6,2024-01-03,174,1720.25,4
U00461,user_461,13855328307,私家车用户,MPV,理想ONE,2024-12-16,162,1315.87,3
U00462,user_462,13844309966,网约车用户,出租车,蔚来ES6,2023-06-26,127,4283.23,6
U00463,user_463,13867639818,出租车用户,MPV,蔚来ES6,2023-04-14,184,452.16,7
U00464,user_464,13861269146,出租车用户,出租车,比亚迪汉,2023-09-29,181,2427.2,6
U00465,user_465,13881726922,出租车用户,SUV,蔚来ES6,2023-01-17,28,948.95,5
U00466,user_466,13892925853,出租车用户,出租车,小鹏P7,2024-12-13,19,993.1,2
U00467,user_467,13876295315,出租车用户,MPV,小鹏P7,2023-12-29,101,665.16,7
U00468,user_468,13826975815,私家车用户,MPV,比亚迪汉,2024-03-29,10,1229.52,3
U00469,user_469,13854851431,物流车用户,SUV,比亚迪汉,2023-09-09,57,2201.78,4
U00470,user_470,13833811203,网约车用户,SUV,特斯拉Model 3,2024-09-18,123,4189.65,7
U00471,user_471,13841497755,出租车用户,物流车,小鹏P7,2024-02-14,160,2877.28,7
U00472,user_472,13852846963,网约车用户,出租车,蔚来ES6,2024-01-09,60,1600.77,6
U00473,user_473,13822623203,网约车用户,SUV,小鹏P7,2024-08-15,32,483.11,8
U00474,user_474,13897716136,私家车用户,物流车,比亚迪汉,2023-12-23,183,3510.72,4
U00475,user_475,13886235409,私家车用户,出租车,小鹏P7,2024-03-24,127,2955.31,2
U00476,user_476,13838071362,物流车用户,物流车,特斯拉Model 3,2023-12-22,122,4337.89,3
U00477,user_477,13820446806,私家车用户,MPV,小鹏P7,2023-09-16,186,137.88,8
U00478,user_478,13880583184,物流车用户,SUV,理想ONE,2023-11-14,137,3486.03,5
U00479,user_479,13864154810,物流车用户,SUV,小鹏P7,2024-11-28,150,1572.29,1
U00480,user_480,13818676871,私家车用户,轿车,小鹏P7,2023-03-07,135,2068.56,3
U00481,user_481,13841885076,出租车用户,SUV,特斯拉Model 3,2024-10-26,126,3643.34,6
U00482,user_482,13824592542,物流车用户,物流车,理想ONE,2024-02-22,97,3482.08,3
U00483,user_483,13866243998,私家车用户,MPV,蔚来ES6,2023-07-01,181,2151.8,5
U00484,user_484,13891862486,出租车用户,MPV,理想ONE,2023-07-25,58,1756,2
U00485,user_485,13865658401,私家车用户,物流车,蔚来ES6,2023-01-21,155,304.5,1
U00486,user_486,13871132564,出租车用户,轿车,小鹏P7,2023-01-13,1,1634.3,5
U00487,user_487,13814537141,私家车用户,SUV,比亚迪汉,2024-10-13,158,2491.01,4
U00488,user_488,13866562588,出租车用户,物流车,蔚来ES6,2024-08-10,45,4457.18,3
U00489,user_489,13893123438,物流车用户,轿车,小鹏P7,2023-02-09,137,4441.17,2
U00490,user_490,13861065774,私家车用户,MPV,比亚迪汉,2024-08-27,132,836.93,2
U00491,user_491,13891534164,出租车用户,物流车,蔚来ES6,2024-04-10,168,2739.9,7
U00492,user_492,13883382906,私家车用户,MPV,比亚迪汉,2024-01-10,36,1197.26,8
U00493,user_493,13840857623,私家车用户,MPV,特斯拉Model 3,2024-05-06,168,3538.19,2
U00494,user_494,13895172490,网约车用户,物流车,小鹏P7,2024-08-11,179,2659.63,7
U00495,user_495,13899514292,网约车用户,MPV,比亚迪汉,2024-04-03,195,990.21,7
U00496,user_496,13876238129,物流车用户,轿车,理想ONE,2023-01-25,125,521.59,8
U00497,user_497,13873706011,物流车用户,MPV,特斯拉Model 3,2024-06-24,10,940.39,2
U00498,user_498,13860319893,出租车用户,MPV,特斯拉Model 3,2024-07-01,7,236.04,5
U00499,user_499,13873064084,网约车用户,物流车,特斯拉Model 3,2024-12-01,111,3692.7,3
U00500,user_500,13893357075,私家车用户,SUV,特斯拉Model 3,2024-04-13,47,4461.78,6
,,,,,,,,,
,,,,,,,,,
